"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","UNIT","VALUE"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","20","Female","12","12","-","All sectors","Number","1107"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","20","Female","12","12","01","Private sector","Number","303"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","20","Female","12","12","02","Public sector","Number","807"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","20","Female","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","20","Female","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","20","Female","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","01","1","-","All sectors","Number","1128"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","01","1","01","Private sector","Number","456"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","01","1","02","Public sector","Number","672"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","02","2","-","All sectors","Number","1077"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","02","2","01","Private sector","Number","435"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","02","2","02","Public sector","Number","642"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","03","3","-","All sectors","Number","1080"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","03","3","01","Private sector","Number","393"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","03","3","02","Public sector","Number","687"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","04","4","-","All sectors","Number","1074"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","04","4","01","Private sector","Number","342"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","04","4","02","Public sector","Number","732"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","05","5","-","All sectors","Number","1080"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","05","5","01","Private sector","Number","333"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","05","5","02","Public sector","Number","747"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","06","6","-","All sectors","Number","1110"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","06","6","01","Private sector","Number","321"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","06","6","02","Public sector","Number","789"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","07","7","-","All sectors","Number","1119"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","07","7","01","Private sector","Number","315"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","07","7","02","Public sector","Number","804"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","08","8","-","All sectors","Number","1128"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","08","8","01","Private sector","Number","330"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","08","8","02","Public sector","Number","798"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","09","9","-","All sectors","Number","1104"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","09","9","01","Private sector","Number","333"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","09","9","02","Public sector","Number","771"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","10","10","-","All sectors","Number","1164"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","10","10","01","Private sector","Number","318"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","10","10","02","Public sector","Number","843"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","11","11","-","All sectors","Number","1176"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","11","11","01","Private sector","Number","327"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","11","11","02","Public sector","Number","849"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","12","12","-","All sectors","Number","1170"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","12","12","01","Private sector","Number","327"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","12","12","02","Public sector","Number","843"
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","30","Nursing and Midwifery","-","All genders","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","01","1","-","All sectors","Number","132"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","01","1","01","Private sector","Number","3"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","01","1","02","Public sector","Number","129"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","02","2","-","All sectors","Number","105"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","02","2","01","Private sector","Number","3"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","02","2","02","Public sector","Number","102"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","03","3","-","All sectors","Number","108"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","03","3","01","Private sector","Number","6"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","03","3","02","Public sector","Number","102"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","04","4","-","All sectors","Number","102"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","04","4","01","Private sector","Number","6"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","04","4","02","Public sector","Number","96"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","05","5","-","All sectors","Number","99"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","05","5","01","Private sector","Number","9"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","05","5","02","Public sector","Number","90"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","06","6","-","All sectors","Number","96"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","06","6","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","06","6","02","Public sector","Number","78"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","07","7","-","All sectors","Number","90"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","07","7","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","07","7","02","Public sector","Number","69"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","08","8","-","All sectors","Number","81"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","08","8","01","Private sector","Number","24"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","08","8","02","Public sector","Number","57"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","09","9","-","All sectors","Number","75"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","09","9","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","09","9","02","Public sector","Number","57"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","10","10","-","All sectors","Number","72"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","10","10","01","Private sector","Number","24"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","10","10","02","Public sector","Number","48"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","11","11","-","All sectors","Number","78"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","11","11","01","Private sector","Number","27"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","11","11","02","Public sector","Number","51"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","12","12","-","All sectors","Number","72"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","12","12","01","Private sector","Number","24"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","12","12","02","Public sector","Number","45"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","10","Male","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","01","1","-","All sectors","Number","186"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","01","1","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","01","1","02","Public sector","Number","186"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","02","2","-","All sectors","Number","156"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","02","2","01","Private sector","Number","6"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","02","2","02","Public sector","Number","153"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","03","3","-","All sectors","Number","162"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","03","3","01","Private sector","Number","3"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","03","3","02","Public sector","Number","159"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","04","4","-","All sectors","Number","162"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","04","4","01","Private sector","Number","3"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","04","4","02","Public sector","Number","159"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","05","5","-","All sectors","Number","156"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","05","5","01","Private sector","Number","9"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","05","5","02","Public sector","Number","147"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","06","6","-","All sectors","Number","150"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","06","6","01","Private sector","Number","27"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","06","6","02","Public sector","Number","123"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","07","7","-","All sectors","Number","147"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","07","7","01","Private sector","Number","33"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","07","7","02","Public sector","Number","114"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","08","8","-","All sectors","Number","138"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","08","8","01","Private sector","Number","39"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","08","8","02","Public sector","Number","99"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","09","9","-","All sectors","Number","129"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","09","9","01","Private sector","Number","45"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","09","9","02","Public sector","Number","84"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","10","10","-","All sectors","Number","138"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","10","10","01","Private sector","Number","51"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","10","10","02","Public sector","Number","87"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","11","11","-","All sectors","Number","129"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","11","11","01","Private sector","Number","51"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","11","11","02","Public sector","Number","78"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","12","12","-","All sectors","Number","132"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","12","12","01","Private sector","Number","51"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","12","12","02","Public sector","Number","81"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","20","Female","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","01","1","-","All sectors","Number","321"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","01","1","01","Private sector","Number","3"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","01","1","02","Public sector","Number","315"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","02","2","-","All sectors","Number","264"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","02","2","01","Private sector","Number","9"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","02","2","02","Public sector","Number","255"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","03","3","-","All sectors","Number","267"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","03","3","01","Private sector","Number","6"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","03","3","02","Public sector","Number","261"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","04","4","-","All sectors","Number","264"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","04","4","01","Private sector","Number","12"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","04","4","02","Public sector","Number","255"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","05","5","-","All sectors","Number","255"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","05","5","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","05","5","02","Public sector","Number","237"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","06","6","-","All sectors","Number","246"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","06","6","01","Private sector","Number","48"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","06","6","02","Public sector","Number","201"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","07","7","-","All sectors","Number","234"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","07","7","01","Private sector","Number","51"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","07","7","02","Public sector","Number","183"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","08","8","-","All sectors","Number","219"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","08","8","01","Private sector","Number","63"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","08","8","02","Public sector","Number","156"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","09","9","-","All sectors","Number","204"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","09","9","01","Private sector","Number","63"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","09","9","02","Public sector","Number","141"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","10","10","-","All sectors","Number","210"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","10","10","01","Private sector","Number","75"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","10","10","02","Public sector","Number","132"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","11","11","-","All sectors","Number","207"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","11","11","01","Private sector","Number","78"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","11","11","02","Public sector","Number","129"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","12","12","-","All sectors","Number","204"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","12","12","01","Private sector","Number","75"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","12","12","02","Public sector","Number","129"
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","202","Medicine","-","All genders","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","01","1","-","All sectors","Number","63"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","01","1","01","Private sector","Number","60"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","01","1","02","Public sector","Number","6"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","02","2","-","All sectors","Number","66"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","02","2","01","Private sector","Number","57"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","02","2","02","Public sector","Number","9"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","03","3","-","All sectors","Number","63"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","03","3","01","Private sector","Number","54"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","03","3","02","Public sector","Number","9"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","04","4","-","All sectors","Number","63"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","04","4","01","Private sector","Number","51"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","04","4","02","Public sector","Number","12"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","05","5","-","All sectors","Number","60"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","05","5","01","Private sector","Number","45"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","05","5","02","Public sector","Number","18"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","06","6","-","All sectors","Number","66"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","06","6","01","Private sector","Number","42"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","06","6","02","Public sector","Number","24"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","07","7","-","All sectors","Number","60"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","07","7","01","Private sector","Number","36"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","07","7","02","Public sector","Number","24"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","08","8","-","All sectors","Number","63"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","08","8","01","Private sector","Number","39"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","08","8","02","Public sector","Number","24"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","09","9","-","All sectors","Number","66"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","09","9","01","Private sector","Number","39"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","09","9","02","Public sector","Number","27"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","10","10","-","All sectors","Number","63"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","10","10","01","Private sector","Number","36"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","10","10","02","Public sector","Number","27"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","11","11","-","All sectors","Number","66"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","11","11","01","Private sector","Number","39"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","11","11","02","Public sector","Number","27"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","12","12","-","All sectors","Number","63"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","12","12","01","Private sector","Number","33"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","12","12","02","Public sector","Number","30"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","10","Male","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","01","1","-","All sectors","Number","387"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","01","1","01","Private sector","Number","339"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","01","1","02","Public sector","Number","48"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","02","2","-","All sectors","Number","387"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","02","2","01","Private sector","Number","330"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","02","2","02","Public sector","Number","57"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","03","3","-","All sectors","Number","408"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","03","3","01","Private sector","Number","339"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","03","3","02","Public sector","Number","69"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","04","4","-","All sectors","Number","408"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","04","4","01","Private sector","Number","327"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","04","4","02","Public sector","Number","84"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","05","5","-","All sectors","Number","411"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","05","5","01","Private sector","Number","297"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","05","5","02","Public sector","Number","111"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","06","6","-","All sectors","Number","441"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","06","6","01","Private sector","Number","291"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","06","6","02","Public sector","Number","153"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","07","7","-","All sectors","Number","456"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","07","7","01","Private sector","Number","291"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","07","7","02","Public sector","Number","165"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","08","8","-","All sectors","Number","447"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","08","8","01","Private sector","Number","273"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","08","8","02","Public sector","Number","174"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","09","9","-","All sectors","Number","450"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","09","9","01","Private sector","Number","267"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","09","9","02","Public sector","Number","183"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","10","10","-","All sectors","Number","450"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","10","10","01","Private sector","Number","258"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","10","10","02","Public sector","Number","192"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","11","11","-","All sectors","Number","456"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","11","11","01","Private sector","Number","258"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","11","11","02","Public sector","Number","198"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","12","12","-","All sectors","Number","459"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","12","12","01","Private sector","Number","249"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","12","12","02","Public sector","Number","207"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","20","Female","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","01","1","-","All sectors","Number","450"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","01","1","01","Private sector","Number","399"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","01","1","02","Public sector","Number","51"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","02","2","-","All sectors","Number","453"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","02","2","01","Private sector","Number","390"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","02","2","02","Public sector","Number","66"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","03","3","-","All sectors","Number","471"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","03","3","01","Private sector","Number","393"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","03","3","02","Public sector","Number","78"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","04","4","-","All sectors","Number","471"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","04","4","01","Private sector","Number","378"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","04","4","02","Public sector","Number","93"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","05","5","-","All sectors","Number","471"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","05","5","01","Private sector","Number","342"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","05","5","02","Public sector","Number","129"
