"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","UNIT","VALUE"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","01","1","Euro","732"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","02","2","Euro","771"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","03","3","Euro","843"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","04","4","Euro","900"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","05","5","Euro","960"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","06","6","Euro","1027"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","01","1","Euro","734"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","02","2","Euro","774"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","03","3","Euro","851"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","04","4","Euro","906"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","05","5","Euro","968"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","06","6","Euro","1038"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","30","Nursing and Midwifery","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","01","1","Euro","1207"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","02","2","Euro","1263"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","03","3","Euro","1413"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","04","4","Euro","1537"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","05","5","Euro","1724"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","06","6","Euro","1899"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","01","1","Euro","1179"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","02","2","Euro","1235"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","03","3","Euro","1318"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","04","4","Euro","1440"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","05","5","Euro","1634"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","06","6","Euro","1802"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","01","1","Euro","1187"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","02","2","Euro","1248"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","03","3","Euro","1344"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","04","4","Euro","1470"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","05","5","Euro","1678"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","06","6","Euro","1844"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","202","Medicine","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","01","1","Euro","641"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","02","2","Euro","679"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","03","3","Euro","723"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","04","4","Euro","746"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","05","5","Euro","790"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","06","6","Euro","889"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","01","1","Euro","556"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","02","2","Euro","609"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","03","3","Euro","646"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","04","4","Euro","688"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","05","5","Euro","731"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","06","6","Euro","772"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","01","1","Euro","572"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","02","2","Euro","621"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","03","3","Euro","656"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","04","4","Euro","697"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","05","5","Euro","745"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","06","6","Euro","794"
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2017","2017","702","Social Care","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","01","1","Euro","814"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","02","2","Euro","924"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","03","3","Euro","1011"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","04","4","Euro","1089"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","05","5","Euro","1145"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","01","1","Euro","746"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","02","2","Euro","868"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","03","3","Euro","915"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","04","4","Euro","945"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","05","5","Euro","1022"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","01","1","Euro","749"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","02","2","Euro","872"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","03","3","Euro","922"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","04","4","Euro","956"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","05","5","Euro","1036"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","01","1","Euro","1101"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","02","2","Euro","1292"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","03","3","Euro","1399"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","04","4","Euro","1628"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","05","5","Euro","1742"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","01","1","Euro","1079"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","02","2","Euro","1262"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","03","3","Euro","1405"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","04","4","Euro","1565"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","05","5","Euro","1743"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","01","1","Euro","1084"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","02","2","Euro","1272"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","03","3","Euro","1402"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","04","4","Euro","1592"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","05","5","Euro","1743"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","202","Medicine","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","01","1","Euro","646"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","02","2","Euro","679"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","03","3","Euro","735"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","04","4","Euro","786"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","05","5","Euro","852"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","01","1","Euro","584"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","02","2","Euro","625"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","03","3","Euro","656"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","04","4","Euro","715"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","05","5","Euro","771"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","01","1","Euro","597"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","02","2","Euro","634"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","03","3","Euro","667"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","04","4","Euro","724"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","05","5","Euro","782"
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2018","2018","702","Social Care","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","01","1","Euro","836"
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","02","2","Euro","891"
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","03","3","Euro","974"
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","04","4","Euro","1074"
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","01","1","Euro","812"
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","02","2","Euro","871"
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","03","3","Euro","926"
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","04","4","Euro","1001"
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","08","8","Euro",""
